piece,voices_p6_up,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_final_tone,stop_measure,cadence_kind,cadence_kind_before,cadence_kind_after,cadence_final_tone_before,cadence_final_tone_after,phrase_length
S'amour vous a donné mon coeur en gaige,None,None,44,None,C,45,Authentic,CAD NDLT+Authentic,Authentic+Authentic,G+G,G+G,2
S'amour vous a donné mon coeur en gaige,None,None,48,None,G,48,Authentic,Authentic+Authentic,None,C+G,None,1
S'amour vous a donné mon coeur en gaige,None,None,42,None,G,43,CAD NDLT,NoCadence,Authentic,None,C,2
S'amour vous a donné mon coeur en gaige,None,None,42,None,G,43,Authentic,NoCadence,Authentic,None,C,2
S'amour vous a donné mon coeur en gaige,None,None,40,None,None,40,NoCadence,Authentic+Authentic+Phrygian,CAD NDLT+Authentic,E+C+E,G+G,1
S'amour vous a donné mon coeur en gaige,None,None,37,None,E,38,Authentic,Authentic,NoCadence,G,None,2
S'amour vous a donné mon coeur en gaige,None,None,37,None,C,38,Authentic,Authentic,NoCadence,G,None,2
S'amour vous a donné mon coeur en gaige,None,None,37,None,E,38,Phrygian,Authentic,NoCadence,G,None,2
S'amour vous a donné mon coeur en gaige,None,None,31,None,G,32,Authentic,Authentic+Plagal,Authentic+Authentic+Phrygian,D+D,E+C+E,2
S'amour vous a donné mon coeur en gaige,None,None,27,None,D,28,Authentic,Plagal,Authentic,E,G,2
S'amour vous a donné mon coeur en gaige,None,None,27,None,D,28,Plagal,Plagal,Authentic,E,G,2
S'amour vous a donné mon coeur en gaige,None,None,23,None,E,24,Plagal,Authentic,Authentic+Plagal,C,D+D,2
S'amour vous a donné mon coeur en gaige,None,None,20,None,C,21,Authentic,Authentic+NoCadence,Plagal,C+C,E,2
S'amour vous a donné mon coeur en gaige,None,None,18,None,C,19,Authentic,Authentic,Authentic,C,C,2
S'amour vous a donné mon coeur en gaige,None,None,18,None,C,19,NoCadence,Authentic,Authentic,C,C,2
S'amour vous a donné mon coeur en gaige,None,None,14,None,C,15,Authentic,Authentic,Authentic+NoCadence,G,C+C,2
S'amour vous a donné mon coeur en gaige,None,None,10,None,G,11,Authentic,Authentic,Authentic,A,C,2
S'amour vous a donné mon coeur en gaige,None,None,5,None,A,6,Authentic,None,Authentic,None,A,2
S'amour vous a donné mon coeur en gaige,None,None,6,None,A,6,Authentic,Authentic,Authentic,A,G,1
Un mesnagier qui sa femme accusoit,None,None,58,None,C,59,Plagal,Authentic+Authentic,None,C+C,None,2
Un mesnagier qui sa femme accusoit,None,None,57,None,C,57,Authentic,Authentic,CadInCad+Plagal,C,C+C,1
Un mesnagier qui sa femme accusoit,None,None,52,None,C,53,Authentic,NoCadence+NoCadence,Authentic+CadInCad+Plagal,None+None,C+C+C,2
Un mesnagier qui sa femme accusoit,None,None,57,None,C,59,CadInCad,Authentic+Authentic,None,C+C,None,3
Un mesnagier qui sa femme accusoit,None,None,48,None,None,49,NoCadence,Plagal,Authentic,E,C,2
Un mesnagier qui sa femme accusoit,None,None,48,None,None,48,NoCadence,Plagal,Authentic,E,C,1
Un mesnagier qui sa femme accusoit,None,None,40,None,E,41,Plagal,Authentic,NoCadence+NoCadence,F,None+None,2
Un mesnagier qui sa femme accusoit,None,None,37,None,F,38,Authentic,Authentic,Plagal,G,E,2
Un mesnagier qui sa femme accusoit,None,None,33,None,G,34,Authentic,Authentic,NoCadence+Authentic,C,None+G,2
Un mesnagier qui sa femme accusoit,None,None,34,None,None,34,NoCadence,Authentic+Authentic,Authentic,C+G,G,1
Un mesnagier qui sa femme accusoit,None,None,34,None,G,34,Authentic,Authentic+Authentic+NoCadence,Authentic,C+G+None,F,1
Un mesnagier qui sa femme accusoit,None,None,25,None,C,25,Authentic,Authentic,Authentic+NoCadence+Authentic,G,G+None+G,1
Un mesnagier qui sa femme accusoit,None,None,17,None,G,18,Authentic,Authentic,Authentic,C,C,2
Un mesnagier qui sa femme accusoit,None,None,8,None,G,9,Authentic,NoCadence,Authentic,None,G,2
Un mesnagier qui sa femme accusoit,None,None,11,None,C,12,Authentic,Authentic,Authentic,G,C,2
Un mesnagier qui sa femme accusoit,None,None,12,None,C,12,Authentic,Authentic+Authentic,Authentic,G+C,G,1
Un mesnagier qui sa femme accusoit,None,None,9,None,G,9,Authentic,NoCadence+Authentic,Authentic+Authentic,None+G,C+C,1
Un mesnagier qui sa femme accusoit,None,None,4,None,None,5,NoCadence,None,Authentic+Authentic,None,G+G,2
"Triste et marry, pensif, melancolique",None,None,44,None,F,45,Plagal,Authentic,None,F,None,2
"Triste et marry, pensif, melancolique",None,None,37,None,F,38,Authentic,NoCadence,Plagal,None,F,2
"Triste et marry, pensif, melancolique",None,None,34,None,None,34,NoCadence,Authentic,Authentic,C,F,1
"Triste et marry, pensif, melancolique",None,None,31,None,C,31,Authentic,Authentic,NoCadence,C,None,1
"Triste et marry, pensif, melancolique",None,None,29,None,C,30,Authentic,Authentic+NoCadence,Authentic,None+None,C,2
"Triste et marry, pensif, melancolique",None,None,28,None,None,28,NoCadence,Authentic,Authentic,None,C,1
"Triste et marry, pensif, melancolique",None,None,25,None,None,26,Authentic,Plagal,NoCadence+Authentic,A,None+C,2
"Triste et marry, pensif, melancolique",None,None,23,None,A,24,Plagal,NoCadence+NoCadence,Authentic,None+None,None,2
"Triste et marry, pensif, melancolique",None,None,20,None,None,21,NoCadence,Authentic+NoCadence,Plagal,C+None,A,2
"Triste et marry, pensif, melancolique",None,None,20,None,None,20,NoCadence,Authentic+NoCadence,Plagal,C+None,A,1
"Triste et marry, pensif, melancolique",None,None,19,None,None,19,NoCadence,Authentic,NoCadence+NoCadence,C,None+None,1
"Triste et marry, pensif, melancolique",None,None,17,None,C,18,Authentic,NoCadence,NoCadence+NoCadence+NoCadence,C,None+None+None,2
"Triste et marry, pensif, melancolique",None,None,13,None,C,13,Authentic,NoCadence,NoCadence+NoCadence,None,None+C,1
"Triste et marry, pensif, melancolique",None,None,13,None,None,13,NoCadence,NoCadence+Authentic,NoCadence,None+C,C,1
"Triste et marry, pensif, melancolique",None,None,13,None,C,13,NoCadence,NoCadence+Authentic+NoCadence,Authentic,None+C+None,C,1
"Triste et marry, pensif, melancolique",None,None,11,None,C,11,Authentic,Phrygian,NoCadence,A,None,1
"Triste et marry, pensif, melancolique",None,None,11,None,None,11,NoCadence,Phrygian+Authentic,Authentic+NoCadence+NoCadence,A+C,C+None+C,1
"Triste et marry, pensif, melancolique",None,None,4,None,A,4,Phrygian,None,Authentic+NoCadence,None,C+None,1
Ung doulx baiser m'est bien permis de prendre,None,None,21,None,F,22,CadInCad,Authentic,None,F,None,2
Ung doulx baiser m'est bien permis de prendre,None,None,17,None,F,18,Authentic,Authentic,CadInCad+Authentic+Authentic,C,F+F+F,2
Ung doulx baiser m'est bien permis de prendre,None,None,21,None,F,22,Authentic,Authentic,None,F,None,2
Ung doulx baiser m'est bien permis de prendre,None,None,21,None,F,23,Authentic,Authentic,None,F,None,3
Ung doulx baiser m'est bien permis de prendre,None,None,15,None,C,15,Authentic,NoCadence+Authentic,Authentic,None+C,F,1
Ung doulx baiser m'est bien permis de prendre,None,None,14,None,C,15,Authentic,NoCadence,Authentic,None,C,2
Ung doulx baiser m'est bien permis de prendre,None,None,10,None,None,11,NoCadence,NoCadence,Authentic+Authentic,F,C+C,2
Ung doulx baiser m'est bien permis de prendre,None,None,6,None,None,7,NoCadence,None,Authentic+NoCadence,None,F+F,2
Ung doulx baiser m'est bien permis de prendre,None,None,7,None,F,7,Authentic,NoCadence,NoCadence,None,F,1
Ung doulx baiser m'est bien permis de prendre,None,None,7,None,F,7,NoCadence,NoCadence+Authentic,NoCadence,None+F,None,1
"En l'eau, en l'eau jette toy vistement",None,None,28,None,F,29,Authentic,NoCadence,None,C,None,2
"En l'eau, en l'eau jette toy vistement",None,None,28,None,D,29,NoCadence,NoCadence,None,C,None,2
"En l'eau, en l'eau jette toy vistement",None,None,26,None,C,26,NoCadence,Authentic,Authentic+NoCadence,C,F+D,1
"En l'eau, en l'eau jette toy vistement",None,None,23,None,C,24,Authentic,Authentic,NoCadence,G,C,2
"En l'eau, en l'eau jette toy vistement",None,None,20,None,G,21,Authentic,Authentic,Authentic,F,C,2
"En l'eau, en l'eau jette toy vistement",None,None,8,None,F,9,Authentic,Plagal,Authentic,D,G,2
"En l'eau, en l'eau jette toy vistement",None,None,3,None,D,4,Plagal,None,Authentic,None,F,2
Comme le feu sans chaleur ne peut estre,None,None,55,None,F,55,Authentic,Authentic,None,F,None,1
Comme le feu sans chaleur ne peut estre,None,None,46,None,F,47,Authentic,Authentic,Authentic,F,F,2
Comme le feu sans chaleur ne peut estre,None,None,47,None,F,47,Authentic,Authentic+Authentic,Authentic,F+F,F,1
Comme le feu sans chaleur ne peut estre,None,None,40,None,F,41,Authentic,CAD NDLT+Authentic,Authentic+Authentic,G+G,F+F,2
Comme le feu sans chaleur ne peut estre,None,None,33,None,F,34,Authentic,CadInCad+Authentic,CAD NDLT+Authentic,F+F,G+G,2
Comme le feu sans chaleur ne peut estre,None,None,37,None,G,38,CAD NDLT,Authentic,Authentic,F,F,2
Comme le feu sans chaleur ne peut estre,None,None,37,None,G,38,Authentic,Authentic,Authentic,F,F,2
Comme le feu sans chaleur ne peut estre,None,None,28,None,F,29,CadInCad,Authentic+Authentic,Authentic,F+C,F,2
Comme le feu sans chaleur ne peut estre,None,None,28,None,F,29,Authentic,Authentic+Authentic,Authentic,F+C,F,2
Comme le feu sans chaleur ne peut estre,None,None,24,None,F,25,Authentic,Authentic+NoCadence,CadInCad+Authentic,F+C,F+F,2
Comme le feu sans chaleur ne peut estre,None,None,24,None,C,25,Authentic,Authentic+NoCadence,CadInCad+Authentic,F+C,F+F,2
Comme le feu sans chaleur ne peut estre,None,None,20,None,F,21,Authentic,Authentic,Authentic+Authentic,F,F+C,2
Comme le feu sans chaleur ne peut estre,None,None,20,None,C,20,NoCadence,Authentic,Authentic+Authentic,F,F+C,1
Comme le feu sans chaleur ne peut estre,None,None,14,None,F,15,Authentic,Authentic,Authentic+NoCadence,F,F+C,2
Comme le feu sans chaleur ne peut estre,None,None,9,None,F,10,Authentic,CadInCad+Authentic+Authentic,Authentic,F+F+F,F,2
Comme le feu sans chaleur ne peut estre,None,None,6,None,F,8,CadInCad,None,Authentic,None,F,3
Comme le feu sans chaleur ne peut estre,None,None,6,None,F,8,Authentic,None,Authentic,None,F,3
Comme le feu sans chaleur ne peut estre,None,None,7,None,F,7,Authentic,None,Authentic,None,F,1
Plus je la voy de beaucoup estimée,None,None,17,None,A,18,Phrygian,Authentic,None,B-flat,None,2
Plus je la voy de beaucoup estimée,None,None,17,None,D,18,Plagal,Authentic,None,B-flat,None,2
Plus je la voy de beaucoup estimée,None,None,12,None,B-flat,13,Authentic,Authentic,Phrygian+Plagal,G,A+D,2
Plus je la voy de beaucoup estimée,None,None,7,None,G,8,Authentic,None,Authentic,None,B-flat,2
Ma bouche n'ose dire/ Mon apparent desir,None,None,24,None,G,26,Authentic,Authentic,None,B-flat,None,3
Ma bouche n'ose dire/ Mon apparent desir,None,None,23,None,G,25,Authentic,Authentic,None,B-flat,None,3
Ma bouche n'ose dire/ Mon apparent desir,None,None,24,None,G,25,Authentic,Authentic,None,B-flat,None,2
Ma bouche n'ose dire/ Mon apparent desir,None,None,20,None,B-flat,21,Authentic,Plagal,Authentic+Authentic+Authentic,D,G+G+G,2
Ma bouche n'ose dire/ Mon apparent desir,None,None,17,None,D,18,Plagal,Authentic+Authentic,Authentic,F+F,B-flat,2
Ma bouche n'ose dire/ Mon apparent desir,None,None,15,None,F,15,Authentic,Authentic+CadInCad,Plagal,G+F,D,1
Ma bouche n'ose dire/ Mon apparent desir,None,None,14,None,F,16,Authentic,Authentic,Plagal,G,D,3
Ma bouche n'ose dire/ Mon apparent desir,None,None,14,None,F,15,CadInCad,Authentic,Authentic,G,F,2
Ma bouche n'ose dire/ Mon apparent desir,None,None,6,None,G,7,Authentic,Plagal,Authentic+CadInCad+Authentic,D,F+F+F,2
Ma bouche n'ose dire/ Mon apparent desir,None,None,4,None,D,4,Plagal,None,Authentic,None,G,1
Un jeune moine bien adroit,None,None,60,None,G,63,Authentic,Authentic,None,D,None,4
Un jeune moine bien adroit,None,None,54,None,D,55,Authentic,Authentic,Authentic,G,G,2
Un jeune moine bien adroit,None,None,47,None,G,48,Authentic,Authentic,Authentic,D,D,2
Un jeune moine bien adroit,None,None,44,None,D,45,Authentic,Authentic,Authentic,D,G,2
Un jeune moine bien adroit,None,None,39,None,D,40,Authentic,NoCadence,Authentic,None,D,2
Un jeune moine bien adroit,None,None,36,None,None,37,NoCadence,Authentic,Authentic,D,D,2
Un jeune moine bien adroit,None,None,30,None,D,31,Authentic,Authentic,NoCadence,B-flat,None,2
Un jeune moine bien adroit,None,None,27,None,B-flat,28,Authentic,Authentic,Authentic,D,D,2
Un jeune moine bien adroit,None,None,24,None,D,25,Authentic,Authentic,Authentic,G,B-flat,2
Un jeune moine bien adroit,None,None,10,None,G,11,Authentic,Authentic+Authentic,Authentic,D+D,D,2
Un jeune moine bien adroit,None,None,7,None,D,7,Authentic,Authentic+Authentic,Authentic,D+D,G,1
Un jeune moine bien adroit,None,None,3,None,D,3,Authentic,None,Authentic+Authentic,None,D+D,1
Un jeune moine bien adroit,S,None,6,T,D,8,Authentic,Authentic+Authentic,Authentic,D+D,G,3
Un jeune moine bien adroit,None,None,2,None,D,4,Authentic,None,Authentic+Authentic,None,D+D,3
Faictes si vous plaist vostre aumosne,None,None,6,None,D,7,Plagal,Authentic,None,G,None,2
Faictes si vous plaist vostre aumosne,None,None,3,None,G,4,Authentic,None,Plagal,None,D,2
Un vieil souldard prioit une fillette,None,None,33,None,G,35,Authentic,Phrygian,None,D,None,3
Un vieil souldard prioit une fillette,None,None,33,None,G,34,Authentic,Phrygian,None,D,None,2
Un vieil souldard prioit une fillette,None,None,31,None,D,32,Phrygian,Authentic,Authentic+Authentic,D,G+G,2
Un vieil souldard prioit une fillette,None,None,29,None,D,30,Authentic,Authentic,Phrygian,G,D,2
Un vieil souldard prioit une fillette,None,None,26,None,G,27,Authentic,CadInCad+CadInCad,Authentic,B-flat+B-flat,D,2
Un vieil souldard prioit une fillette,None,None,25,None,B-flat,26,CadInCad,Authentic,Authentic,D,G,2
Un vieil souldard prioit une fillette,None,None,24,None,B-flat,26,CadInCad,Authentic,Authentic,D,G,3
Un vieil souldard prioit une fillette,None,None,22,None,D,22,Authentic,Authentic+Authentic,CadInCad+CadInCad,G+D,B-flat+B-flat,1
Un vieil souldard prioit une fillette,None,None,21,None,D,22,Authentic,Authentic,Authentic,G,D,2
Un vieil souldard prioit une fillette,None,None,9,None,G,9,Authentic,Plagal+Authentic,Authentic+Authentic,D+G,D+D,1
Un vieil souldard prioit une fillette,None,None,8,None,G,9,Authentic,Plagal,Authentic,D,G,2
Un vieil souldard prioit une fillette,None,None,5,None,D,6,Plagal,None,Authentic+Authentic,None,G+G,2
Celer ne puis ny dire le tourment,None,None,29,None,G,30,Authentic,CadInCad+NoCadence,None,D+None,None,2
Celer ne puis ny dire le tourment,None,None,24,None,None,24,NoCadence,Authentic,Authentic,D,G,1
Celer ne puis ny dire le tourment,None,None,23,None,D,25,CadInCad,Authentic,Authentic,D,G,3
Celer ne puis ny dire le tourment,None,None,18,None,D,19,Authentic,Authentic,CadInCad+NoCadence,B-flat,D+None,2
Celer ne puis ny dire le tourment,None,None,14,None,B-flat,15,Authentic,Authentic,Authentic,G,D,2
Celer ne puis ny dire le tourment,None,None,9,None,G,11,Authentic,Phrygian,Authentic,D,B-flat,3
Celer ne puis ny dire le tourment,None,None,5,None,D,6,Phrygian,None,Authentic,None,G,2
Belle comere Dieu vous gard,None,None,19,None,G,20,Authentic,NoCadence,None,None,None,2
Belle comere Dieu vous gard,None,None,18,None,G,20,Authentic,NoCadence,None,None,None,3
Belle comere Dieu vous gard,None,None,16,None,None,17,NoCadence,Phrygian,Authentic+Authentic,D,G+G,2
Belle comere Dieu vous gard,None,None,14,None,D,14,Phrygian,NoCadence,NoCadence,None,None,1
Belle comere Dieu vous gard,None,None,12,None,None,12,NoCadence,Authentic+NoCadence,Phrygian,G+None,D,1
Belle comere Dieu vous gard,None,None,11,None,None,12,NoCadence,Authentic,NoCadence,G,None,2
Belle comere Dieu vous gard,None,None,9,None,G,9,Authentic,NoCadence+Authentic,NoCadence+NoCadence,None+F,None+None,1
Belle comere Dieu vous gard,None,None,6,None,None,7,NoCadence,Authentic,Authentic,G,G,2
Belle comere Dieu vous gard,None,None,6,None,F,7,Authentic,Authentic,Authentic,G,G,2
Belle comere Dieu vous gard,None,None,4,None,G,5,Authentic,Phrygian,NoCadence+Authentic,D,None+F,2
Belle comere Dieu vous gard,None,None,2,None,D,2,Phrygian,None,Authentic,None,G,1
Faire ne puis sans dueil & desplaisir,None,None,46,None,G,47,Authentic,Phrygian,None,D,None,2
Faire ne puis sans dueil & desplaisir,None,None,39,None,D,40,Phrygian,Phrygian,Authentic,D,G,2
Faire ne puis sans dueil & desplaisir,None,None,32,None,D,33,Phrygian,Authentic+CadInCad,Phrygian,G+G,D,2
Faire ne puis sans dueil & desplaisir,None,None,27,None,G,28,CadInCad,Phrygian+Phrygian,Authentic+CadInCad,A+D,G+G,2
Faire ne puis sans dueil & desplaisir,None,None,28,None,G,29,Authentic,Phrygian+Phrygian+CadInCad,Phrygian,A+D+G,D,2
Faire ne puis sans dueil & desplaisir,None,None,28,None,G,29,CadInCad,Phrygian+Phrygian+CadInCad,Phrygian,A+D+G,D,2
Faire ne puis sans dueil & desplaisir,None,None,22,None,A,23,Phrygian,Authentic,CadInCad+Authentic+CadInCad,B-flat,G+G+G,2
Faire ne puis sans dueil & desplaisir,None,None,22,None,D,23,Phrygian,Authentic,CadInCad+Authentic+CadInCad,B-flat,G+G+G,2
Faire ne puis sans dueil & desplaisir,None,None,17,None,B-flat,18,Authentic,Authentic,Phrygian+Phrygian,G,A+D,2
Faire ne puis sans dueil & desplaisir,None,None,13,None,G,14,Authentic,Phrygian,Authentic,D,B-flat,2
Faire ne puis sans dueil & desplaisir,None,None,6,None,D,7,Phrygian,None,Authentic,None,G,2
Du jeu d'aymer Martin fort curieux,None,None,39,None,G,40,Authentic,Authentic,None,G,None,2
Du jeu d'aymer Martin fort curieux,None,None,35,None,G,36,Authentic,Plagal,Authentic,D,G,2
Du jeu d'aymer Martin fort curieux,None,None,33,None,D,34,Plagal,Authentic,Authentic,G,G,2
Du jeu d'aymer Martin fort curieux,None,None,27,None,None,28,NoCadence,Authentic+Authentic,Authentic,B-flat+B-flat,G,2
Du jeu d'aymer Martin fort curieux,None,None,28,None,G,28,Authentic,Authentic+NoCadence,Plagal,B-flat+None,D,1
Du jeu d'aymer Martin fort curieux,None,None,25,None,B-flat,26,Authentic,Phrygian,Authentic+NoCadence,D,B-flat+None,2
Du jeu d'aymer Martin fort curieux,None,None,23,None,D,24,Phrygian,Plagal+Phrygian,Authentic+Authentic,D+D,B-flat+B-flat,2
Du jeu d'aymer Martin fort curieux,None,None,26,None,B-flat,26,Authentic,Phrygian+Authentic,NoCadence+Authentic,D+B-flat,None+G,1
Du jeu d'aymer Martin fort curieux,None,None,22,None,D,22,Phrygian,Plagal,Phrygian,D,D,1
Du jeu d'aymer Martin fort curieux,None,None,19,None,D,20,Plagal,Authentic,Phrygian+Phrygian,G,D+D,2
Du jeu d'aymer Martin fort curieux,None,None,15,None,None,15,NoCadence,Plagal,Authentic,D,G,1
Du jeu d'aymer Martin fort curieux,None,None,15,None,G,15,Authentic,Plagal+NoCadence,Plagal,D+None,D,1
Du jeu d'aymer Martin fort curieux,None,None,10,None,D,11,Plagal,Authentic,Plagal,B-flat,D,2
Du jeu d'aymer Martin fort curieux,None,None,11,None,D,11,Plagal,Authentic+Plagal,NoCadence+Authentic,B-flat+D,None+G,1
Du jeu d'aymer Martin fort curieux,None,None,5,None,B-flat,6,Authentic,Plagal+Authentic,Plagal+Plagal,D+D,D+D,2
Du jeu d'aymer Martin fort curieux,None,None,3,None,D,3,Plagal,None,Authentic+Authentic,None,D+B-flat,1
Du jeu d'aymer Martin fort curieux,None,None,4,None,D,5,Authentic,Plagal,Authentic,D,B-flat,2
Elle disoit : faictes tout bellement,None,None,28,None,G,29,CadInCad,Plagal+Authentic,Authentic,D+G,G,2
Elle disoit : faictes tout bellement,None,None,28,None,G,29,Authentic,Plagal+Authentic,Authentic,D+G,G,2
Elle disoit : faictes tout bellement,None,None,31,None,G,31,Authentic,CadInCad+Authentic,None,G+G,None,1
Elle disoit : faictes tout bellement,None,None,21,None,D,22,Plagal,Authentic,CadInCad+Authentic,D,G+G,2
Elle disoit : faictes tout bellement,None,None,19,None,D,20,Authentic,Authentic,Plagal+Authentic,D,D+G,2
Elle disoit : faictes tout bellement,None,None,21,None,G,22,Authentic,Authentic,CadInCad+Authentic,D,G+G,2
Elle disoit : faictes tout bellement,None,None,15,None,D,16,Authentic,Authentic,Authentic,B-flat,D,2
